TOP_HOT_AIR_TEMP,Faulty_TOP_HOT_AIR_TEMP,CHAMBER_EXT_TEMP,Faulty_CHAMBER_EXT_TEMP,CHAMBER_OUTLET_TEMP,Faulty_CHAMBER_OUTLET_TEMP,FEED_PUMP_FLOW,Faulty_FEED_PUMP_FLOW
185.89999,200.89999,85,60,89.5,69.5,1102.879,902.879
187.39999,202.39999,84.90000153,59.90000153,89.6999969,69.6999969,1099.377,899.377
185,200,84.80000305,59.80000305,89.5999985,69.5999985,1099.377,899.377
185.2,200.2,84.69999695,59.69999695,89,69,1099.377,899.377
187.5,202.5,85.09999847,60.09999847,89.8000031,69.8000031,1084.319,884.319
185.2,200.2,85.19999695,60.19999695,89.3000031,69.3000031,1105.097,905.097
184.89999,199.89999,84.90000153,59.90000153,89.3000031,69.3000031,1100.545,900.545
187.2,202.2,84.90000153,59.90000153,89.8000031,69.8000031,1095.875,895.875
185.5,200.5,84.80000305,59.80000305,89.4000015,69.4000015,1102.879,902.879
185.2,200.2,84.59999847,59.59999847,89,69,1094.708,894.708
187.2,202.2,84.40000153,59.40000153,89.5,69.5,1091.323,891.323
186.8,201.8,84.59999847,59.59999847,89.5999985,69.5999985,1091.323,891.323
184.39999,199.39999,84.5,59.5,89.1999969,69.1999969,1086.654,886.654
185.8,200.8,84.59999847,59.59999847,89.1999969,69.1999969,1093.541,893.541
187.3,202.3,85,60,90.0999985,70.0999985,1103.93,903.93
185.89999,200.89999,85.19999695,60.19999695,90.3000031,70.3000031,1095.875,895.875
185.10001,200.10001,85.19999695,60.19999695,90,70,1102.879,902.879
187.10001,202.10001,85.09999847,60.09999847,89.8000031,69.8000031,1106.265,906.265
186.89999,201.89999,85.30000305,60.30000305,90.3000031,70.3000031,1101.712,901.712
183.60001,198.60001,84.80000305,59.80000305,89.5999985,69.5999985,1095.875,895.875
187.2,202.2,84.69999695,59.69999695,89.4000015,69.4000015,1093.541,893.541
185.2,200.2,85.19999695,60.19999695,90.5999985,70.5999985,1071.712,871.712
184.2,199.2,85.80000305,60.80000305,90.5999985,70.5999985,1080.934,880.934
184.39999,199.39999,85.40000153,60.40000153,90.0999985,70.0999985,1002.49,802.49
184,199,85.09999847,60.09999847,90.5,70.5,998.9883,798.9883
184.2,199.2,85.30000305,60.30000305,90.1999969,70.1999969,1007.043,807.043
184,199,85.40000153,60.40000153,90.5999985,70.5999985,1008.21,808.21
182,197,85.30000305,60.30000305,90.6999969,70.6999969,1007.043,807.043
182,197,85,60,90,70,1005.875,805.875
184.60001,199.60001,85.19999695,60.19999695,90.4000015,70.4000015,1004.825,804.825
183.39999,198.39999,85.40000153,60.40000153,90.4000015,70.4000015,1003.658,803.658
181.5,196.5,85.30000305,60.30000305,90,70,1014.047,814.047
183.7,198.7,85.59999847,60.59999847,90.3000031,70.3000031,1002.49,802.49
183.8,198.8,85.30000305,60.30000305,90,70,1012.879,812.879
181.8,196.8,85.30000305,60.30000305,89.9000015,69.9000015,1005.875,805.875
183.60001,198.60001,85.59999847,60.59999847,90.0999985,70.0999985,1009.377,809.377
184.39999,199.39999,85.59999847,60.59999847,90.6999969,70.6999969,1014.047,814.047
182.39999,197.39999,85.69999695,60.69999695,90.6999969,70.6999969,1003.658,803.658
181.8,196.8,85.5,60.5,90.0999985,70.0999985,1002.49,802.49
184,199,85.90000153,60.90000153,91,71,1015.214,815.214
183.7,198.7,86,61,91.0999985,71.0999985,998.9883,798.9883
181.5,196.5,86.09999847,61.09999847,90.9000015,70.9000015,1019.767,819.767
183.60001,198.60001,86.09999847,61.09999847,91.1999969,71.1999969,1010.545,810.545
184.8,199.8,86.30000305,61.30000305,91.5,71.5,1009.377,809.377
183.2,198.2,86.5,61.5,91.5999985,71.5999985,1020.934,820.934
182.39999,197.39999,86.5,61.5,91.8000031,71.8000031,985.214,785.214
184.60001,199.60001,87.09999847,62.09999847,92.3000031,72.3000031,993.2685,793.2685
183.3,198.3,87.40000153,62.40000153,92.3000031,72.3000031,988.5992,788.5992
181.89999,196.89999,87.30000305,62.30000305,92.3000031,72.3000031,1003.658,803.658
183.5,198.5,87.30000305,62.30000305,92.1999969,72.1999969,996.6537,796.6537
184.60001,199.60001,87.59999847,62.59999847,92.9000015,72.9000015,992.1011,792.1011
183.5,198.5,87.40000153,62.40000153,92.5999985,72.5999985,989.7665,789.7665
181.7,196.7,87.30000305,62.30000305,92.3000031,72.3000031,979.3774,779.3774
183.10001,198.10001,86.80000305,61.80000305,91.5999985,71.5999985,994.4358,794.4358
184.8,199.8,87,62,92.4000015,72.4000015,992.1011,792.1011
183.7,198.7,86.5,61.5,92,72,989.7665,789.7665
181.8,196.8,86.30000305,61.30000305,91.5,71.5,978.2101,778.2101
182.7,197.7,86.09999847,61.09999847,91.0999985,71.0999985,990.9338,790.9338
184.5,199.5,85.80000305,60.80000305,90.9000015,70.9000015,996.6537,796.6537
182.8,197.8,85.542239,60.542239,90.452079,70.452079,1005.48,805.48
181.89999,196.89999,85.542239,60.542239,90.452079,70.452079,1005.48,805.48
182.7,197.7,85.542239,60.542239,90.452079,70.452079,1005.48,805.48
184.2,199.2,85.542239,60.542239,90.452079,70.452079,1005.48,805.48
181.89999,196.89999,85.542239,60.542239,94.9000015,74.9000015,1023.268,823.268
182.89999,197.89999,87.5,62.5,92.1999969,72.1999969,1028.988,828.988
184.39999,199.39999,86.69999695,61.69999695,91.4000015,71.4000015,1034.825,834.825
182.8,197.8,86.19999695,61.19999695,91.0999985,71.0999985,1028.988,828.988
182.10001,197.10001,85.40000153,60.40000153,90.0999985,70.0999985,1031.323,831.323
184.3,199.3,85.40000153,60.40000153,90.1999969,70.1999969,1032.49,832.49
183.2,198.2,85.19999695,60.19999695,90.1999969,70.1999969,1032.49,832.49
181.5,196.5,84.90000153,59.90000153,90.0999985,70.0999985,1022.101,822.101
183.3,198.3,85.09999847,60.09999847,89.8000031,69.8000031,1028.988,828.988
184.10001,199.10001,85.09999847,60.09999847,90.3000031,70.3000031,1032.49,832.49
181.5,196.5,84.90000153,59.90000153,89.6999969,69.6999969,1034.825,834.825
182.7,197.7,85,60,89.5,69.5,1032.49,832.49
184.3,199.3,85.09999847,60.09999847,90.1999969,70.1999969,1035.875,835.875
182.39999,197.39999,85.19999695,60.19999695,90.3000031,70.3000031,1037.043,837.043
182,197,85.09999847,60.09999847,90.0999985,70.0999985,1042.879,842.879
184.5,199.5,85.19999695,60.19999695,90.6999969,70.6999969,1040.545,840.545
183.2,198.2,85.5,60.5,90.5999985,70.5999985,1042.879,842.879
181.39999,196.39999,85.09999847,60.09999847,90.5999985,70.5999985,1038.21,838.21
183.3,198.3,85.30000305,60.30000305,90.5,70.5,1038.21,838.21
184.3,199.3,85.59999847,60.59999847,90.5999985,70.5999985,1041.712,841.712
181.89999,196.89999,85.19999695,60.19999695,90.3000031,70.3000031,1025.486,825.486
181.2,196.2,84.80000305,59.80000305,89.9000015,69.9000015,1034.825,834.825
182.7,197.7,84.59999847,59.59999847,89.0999985,69.0999985,1038.21,838.21
184.5,199.5,84.59999847,59.59999847,89.1999969,69.1999969,1028.988,828.988
183.2,198.2,84.09999847,59.09999847,89.4000015,69.4000015,1025.486,825.486
181.2,196.2,83.69999695,58.69999695,88.8000031,68.8000031,1022.101,822.101
182.2,197.2,83.40000153,58.40000153,88.4000015,68.4000015,1032.49,832.49
183.3,198.3,83.5,58.5,88.0999985,68.0999985,1028.988,828.988
184.39999,199.39999,83.59999847,58.59999847,88.8000031,68.8000031,1025.486,825.486
183.10001,198.10001,83.5,58.5,88.9000015,68.9000015,1024.436,824.436
181.3,196.3,83.40000153,58.40000153,88.5,68.5,1027.821,827.821
184.3,199.3,83.80000305,58.80000305,88.5999985,68.5999985,1033.658,833.658
182.8,197.8,83.90000153,58.90000153,89.1999969,69.1999969,1031.323,831.323
182.2,197.2,84.19999695,59.19999695,88.4000015,68.4000015,1035.875,835.875
184.39999,199.39999,84.09999847,59.09999847,89.3000031,69.3000031,1023.268,823.268
183.3,198.3,84.30000305,59.30000305,89.3000031,69.3000031,1027.821,827.821
181.89999,196.89999,84.30000305,59.30000305,89.0999985,69.0999985,1031.323,831.323
183.39999,198.39999,84.09999847,59.09999847,89.5,69.5,1035.875,835.875
183.89999,198.89999,84.5,59.5,89.8000031,69.8000031,1018.599,818.599
181.5,196.5,84.30000305,59.30000305,89.3000031,69.3000031,1028.988,828.988
183.10001,198.10001,84.09999847,59.09999847,88.9000015,68.9000015,1035.875,835.875
184,199,84.30000305,59.30000305,89.5,69.5,1031.323,831.323
181.2,196.2,83.90000153,58.90000153,88.9000015,68.9000015,1033.658,833.658
183.8,198.8,83.90000153,58.90000153,88.9000015,68.9000015,1028.988,828.988
183.89999,198.89999,84.09999847,59.09999847,88.8000031,68.8000031,1030.156,830.156
181.39999,196.39999,83.80000305,58.80000305,88.8000031,68.8000031,1018.599,818.599
182.7,197.7,84.09999847,59.09999847,88.6999969,68.6999969,1034.825,834.825
184.2,199.2,84.09999847,59.09999847,89.1999969,69.1999969,1024.436,824.436
181.5,196.5,83.90000153,58.90000153,88.8000031,68.8000031,1037.043,837.043
182.7,197.7,83.90000153,58.90000153,88.5,68.5,1030.156,830.156
184.3,199.3,84,59,89.3000031,69.3000031,1026.654,826.654
182,197,84.19999695,59.19999695,88.9000015,68.9000015,1030.156,830.156
181.2,196.2,84.19999695,59.19999695,88.6999969,68.6999969,1027.821,827.821
183.10001,198.10001,83.90000153,58.90000153,88.9000015,68.9000015,1031.323,831.323
183.89999,198.89999,84,59,88.9000015,68.9000015,1019.767,819.767
181.60001,196.60001,82.30000305,57.30000305,86.5999985,66.5999985,1018.599,818.599
182.3,197.3,82.5,57.5,87.9000015,67.9000015,1034.825,834.825
184.3,199.3,83.5,58.5,89.1999969,69.1999969,1032.49,832.49
182,197,83.80000305,58.80000305,89.0999985,69.0999985,1026.654,826.654
181.7,196.7,83.80000305,58.80000305,89,69,1027.821,827.821
183.60001,198.60001,84.09999847,59.09999847,88.8000031,68.8000031,1025.486,825.486
184,199,83.80000305,58.80000305,89,69,1030.156,830.156
181.2,196.2,83.59999847,58.59999847,88.6999969,68.6999969,1020.934,820.934
182.10001,197.10001,83.80000305,58.80000305,88.3000031,68.3000031,1031.323,831.323
184.10001,199.10001,83.59999847,58.59999847,88.3000031,68.3000031,1031.323,831.323
183.60001,198.60001,83.40000153,58.40000153,88.5,68.5,1027.821,827.821
181.5,196.5,83.40000153,58.40000153,88.3000031,68.3000031,1031.323,831.323
181.5,196.5,83.30000305,58.30000305,88.0999985,68.0999985,1023.268,823.268
183.39999,198.39999,83.40000153,58.40000153,88.5999985,68.5999985,1018.599,818.599
183.5,198.5,83.80000305,58.80000305,88.9000015,68.9000015,1026.654,826.654
182.5,197.5,83.30000305,58.30000305,88.1999969,68.1999969,1028.988,828.988
181.39999,196.39999,83.19999695,58.19999695,87.9000015,67.9000015,1031.323,831.323
182.39999,197.39999,83,58,87.8000031,67.8000031,1025.486,825.486
184.3,199.3,83,58,88.0999985,68.0999985,1032.49,832.49
182.60001,197.60001,83.09999847,58.09999847,87.6999969,67.6999969,1027.821,827.821
181.2,196.2,83.19999695,58.19999695,87.6999969,67.6999969,1022.101,822.101
182.3,197.3,82.80000305,57.80000305,87.6999969,67.6999969,1022.101,822.101
184.10001,199.10001,83.19999695,58.19999695,87.9000015,67.9000015,1019.767,819.767
183.10001,198.10001,83.5,58.5,88,68,1026.654,826.654
181.5,196.5,83.19999695,58.19999695,87.9000015,67.9000015,1015.214,815.214
184.3,199.3,82.80000305,57.80000305,88.0999985,68.0999985,1025.486,825.486
183.5,198.5,83.30000305,58.30000305,88,68,1017.432,817.432
181.5,196.5,83.19999695,58.19999695,87.1999969,67.1999969,1019.767,819.767
182.7,197.7,83,58,87.6999969,67.6999969,1025.486,825.486
184.60001,199.60001,83.30000305,58.30000305,87.8000031,67.8000031,1025.486,825.486
182.60001,197.60001,83.30000305,58.30000305,87.9000015,67.9000015,1026.654,826.654
181.7,196.7,83,58,87.5,67.5,1026.654,826.654
183.7,198.7,82.90000153,57.90000153,87.5,67.5,1012.879,812.879
184,199,83.30000305,58.30000305,87.9000015,67.9000015,1018.599,818.599
182,197,82.90000153,57.90000153,87.3000031,67.3000031,1026.654,826.654
182.10001,197.10001,82.69999695,57.69999695,87.4000015,67.4000015,1011.712,811.712
184.60001,199.60001,82.69999695,57.69999695,87.8000031,67.8000031,1027.821,827.821
183.89999,198.89999,83,58,87.6999969,67.6999969,1023.268,823.268
182,197,82.80000305,57.80000305,87.1999969,67.1999969,1019.767,819.767
182.39999,197.39999,82.59999847,57.59999847,87.1999969,67.1999969,1018.599,818.599
184.5,199.5,82.69999695,57.69999695,87.5999985,67.5999985,1027.821,827.821
182.8,197.8,82.90000153,57.90000153,87.5,67.5,1017.432,817.432
181.60001,196.60001,82.5,57.5,87.4000015,67.4000015,1027.821,827.821
184,199,83.09999847,58.09999847,87.3000031,67.3000031,1031.323,831.323
184.39999,199.39999,82.69999695,57.69999695,87.4000015,67.4000015,1023.268,823.268
182.2,197.2,82.80000305,57.80000305,87.3000031,67.3000031,1025.486,825.486
181.8,196.8,82.90000153,57.90000153,87,67,1023.268,823.268
183.39999,198.39999,82.69999695,57.69999695,86.9000015,66.9000015,1017.432,817.432
184.60001,199.60001,82.40000153,57.40000153,87.9000015,67.9000015,1025.486,825.486
183.10001,198.10001,83.19999695,58.19999695,86.9000015,66.9000015,1019.767,819.767
181.60001,196.60001,82.30000305,57.30000305,86.8000031,66.8000031,1016.265,816.265
182.5,197.5,82.40000153,57.40000153,86.8000031,66.8000031,1014.047,814.047
184.8,199.8,82.30000305,57.30000305,87.4000015,67.4000015,1022.101,822.101
183.2,198.2,82.19999695,57.19999695,86.9000015,66.9000015,1014.047,814.047
181.7,196.7,82.69999695,57.69999695,86.6999969,66.6999969,1019.767,819.767
183.3,198.3,82.5,57.5,86.5,66.5,1024.436,824.436
184.7,199.7,82.5,57.5,87.1999969,67.1999969,1009.377,809.377
183.10001,198.10001,82.5,57.5,86.6999969,66.6999969,1022.101,822.101
181.8,196.8,82.30000305,57.30000305,86.5999985,66.5999985,1018.599,818.599
183.10001,198.10001,82,57,86.4000015,66.4000015,1022.101,822.101
184.8,199.8,82.19999695,57.19999695,86.9000015,66.9000015,1022.101,822.101
183.2,198.2,82.69999695,57.69999695,86.8000031,66.8000031,1018.599,818.599
182,197,82.40000153,57.40000153,86.6999969,66.6999969,1015.214,815.214
182.7,197.7,82.40000153,57.40000153,86.6999969,66.6999969,1022.101,822.101
184.5,199.5,82.09999847,57.09999847,86.8000031,66.8000031,1018.599,818.599
185,200,82.30000305,57.30000305,87.1999969,67.1999969,1023.268,823.268
183.7,198.7,82.59999847,57.59999847,87.0999985,67.0999985,1025.486,825.486
182.2,197.2,83.19999695,58.19999695,87.6999969,67.6999969,1004.825,804.825
182.7,197.7,83.30000305,58.30000305,87.6999969,67.6999969,1000.156,800.156
184.7,199.7,83.59999847,58.59999847,88.5,68.5,997.821,797.821
183.5,198.5,82.69999695,57.69999695,86.6999969,66.6999969,986.3813,786.3813
182.39999,197.39999,82.09999847,57.09999847,86.1999969,66.1999969,979.3774,779.3774
181.89999,196.89999,82.19999695,57.19999695,86.1999969,66.1999969,1005.48,805.48
184.60001,199.60001,85.542239,60.542239,90.452079,70.452079,1005.48,805.48
185.1265,200.1265,85.542239,60.542239,90.452079,70.452079,1005.48,805.48
185.1265,200.1265,85.542239,60.542239,90.452079,70.452079,1005.48,805.48
187.5,202.5,85.542239,60.542239,90.452079,70.452079,1005.48,805.48
185.60001,200.60001,85.542239,60.542239,90.452079,70.452079,1005.48,805.48
185.3,200.3,85.542239,60.542239,90.452079,70.452079,1005.48,805.48
187.7,202.7,89.69999695,64.69999695,94,74,1005.48,805.48
186.3,201.3,87.19999695,62.19999695,91.8000031,71.8000031,950.5447,750.5447
184.39999,199.39999,85.5,60.5,90.6999969,70.6999969,1015.214,815.214
186.10001,201.10001,85.80000305,60.80000305,91.1999969,71.1999969,1026.654,826.654
186.3,201.3,84.30000305,59.30000305,88.1999969,68.1999969,1082.101,882.101
184.5,199.5,83.90000153,58.90000153,88.4000015,68.4000015,1058.988,858.988
186.10001,201.10001,83.90000153,58.90000153,88.1999969,68.1999969,1055.486,855.486
187.10001,202.10001,84.09999847,59.09999847,88.0999985,68.0999985,1067.043,867.043
185.10001,200.10001,83.80000305,58.80000305,88.8000031,68.8000031,1057.821,857.821
184.8,199.8,84.09999847,59.09999847,88.5,68.5,1058.988,858.988
187,202,84.40000153,59.40000153,88.5999985,68.5999985,1065.875,865.875
186.10001,201.10001,85.09999847,60.09999847,89.5,69.5,1061.323,861.323
184.3,199.3,84.69999695,59.69999695,89.4000015,69.4000015,1080.934,880.934
186.10001,201.10001,84.90000153,59.90000153,89.9000015,69.9000015,1068.21,868.21
186.3,201.3,84.90000153,59.90000153,90.4000015,70.4000015,1062.49,862.49
184.10001,199.10001,85.59999847,60.59999847,89.5,69.5,1057.821,857.821
185.3,200.3,85.5,60.5,90.1999969,70.1999969,1056.654,856.654
187,202,86,61,90.6999969,70.6999969,1067.043,867.043
188.10001,203.10001,86.19999695,61.19999695,90.9000015,70.9000015,1083.268,883.268
185.60001,200.60001,85.5,60.5,89.8000031,69.8000031,1085.486,885.486
186.2,201.2,85.40000153,60.40000153,90.1999969,70.1999969,1088.988,888.988
188.2,203.2,85.19999695,60.19999695,90.5,70.5,1097.043,897.043
186.2,201.2,85.90000153,60.90000153,90.5999985,70.5999985,1093.541,893.541
185.3,200.3,85.59999847,60.59999847,90.3000031,70.3000031,1082.101,882.101
187.3,202.3,85.5,60.5,89.8000031,69.8000031,1112.101,912.101
187.5,202.5,85.59999847,60.59999847,90.6999969,70.6999969,1088.988,888.988
185.10001,200.10001,85.30000305,60.30000305,90,70,1099.377,899.377
186.2,201.2,85.30000305,60.30000305,90.3000031,70.3000031,1090.156,890.156
187.89999,202.89999,85.5,60.5,90.8000031,70.8000031,1100.545,900.545
186.89999,201.89999,85.59999847,60.59999847,90.6999969,70.6999969,1102.879,902.879
185.39999,200.39999,85.59999847,60.59999847,90.3000031,70.3000031,1078.599,878.599
186.7,201.7,85.5,60.5,90.3000031,70.3000031,1099.377,899.377
188.3,203.3,85.40000153,60.40000153,90.1999969,70.1999969,1097.043,897.043
187,202,85.59999847,60.59999847,90.6999969,70.6999969,1094.708,894.708
185.39999,200.39999,85.19999695,60.19999695,90,70,1109.766,909.766
185.39999,200.39999,85,60,89.4000015,69.4000015,1103.93,903.93
186.60001,201.60001,84.90000153,59.90000153,89.9000015,69.9000015,1106.265,906.265
187.8,202.8,85,60,89.9000015,69.9000015,1109.766,909.766
188.10001,203.10001,85,60,90,70,1105.097,905.097
186.2,201.2,84.69999695,59.69999695,89.9000015,69.9000015,1095.875,895.875
184.8,199.8,84.90000153,59.90000153,89.5999985,69.5999985,1109.766,909.766
186.10001,201.10001,85.09999847,60.09999847,89.8000031,69.8000031,1112.101,912.101
188,203,85.09999847,60.09999847,90.0999985,70.0999985,1120.156,920.156
186.89999,201.89999,84.90000153,59.90000153,89.9000015,69.9000015,1108.599,908.599
185.7,200.7,85,60,89.6999969,69.6999969,1103.93,903.93
185.39999,200.39999,84.80000305,59.80000305,89.6999969,69.6999969,1110.934,910.934
186.7,201.7,84.40000153,59.40000153,89.5,69.5,1109.766,909.766
188.10001,203.10001,84.69999695,59.69999695,89.3000031,69.3000031,1098.21,898.21
187.10001,202.10001,84.30000305,59.30000305,89.1999969,69.1999969,1107.432,907.432
185.3,200.3,84.19999695,59.19999695,88.6999969,68.6999969,1095.875,895.875
186.2,201.2,83.90000153,58.90000153,88.8000031,68.8000031,1103.93,903.93
188.10001,203.10001,83.90000153,58.90000153,88.5,68.5,1103.93,903.93
185.8,200.8,84,59,88.5,68.5,1103.93,903.93
185.3,200.3,83.90000153,58.90000153,88.6999969,68.6999969,1098.21,898.21
186.8,201.8,83.59999847,58.59999847,88.4000015,68.4000015,1112.101,912.101
187.89999,202.89999,84.09999847,59.09999847,88.9000015,68.9000015,1109.766,909.766
187.39999,202.39999,84.19999695,59.19999695,89,69,1100.545,900.545
185.39999,200.39999,84.40000153,59.40000153,89.5,69.5,1102.879,902.879
185.2,200.2,84,59,88.8000031,68.8000031,1113.152,913.152
185,200,84.30000305,59.30000305,88.9000015,68.9000015,1102.879,902.879
185.8,200.8,83.69999695,58.69999695,88.6999969,68.6999969,1122.49,922.49
186.10001,201.10001,83.90000153,58.90000153,88.9000015,68.9000015,1109.766,909.766
187.39999,202.39999,84.09999847,59.09999847,89.4000015,69.4000015,1107.432,907.432
187.89999,202.89999,84.40000153,59.40000153,89.5,69.5,1107.432,907.432
186.2,201.2,84.5,59.5,89.6999969,69.6999969,1101.712,901.712
185,200,84.30000305,59.30000305,89.4000015,69.4000015,1115.486,915.486
185.10001,200.10001,84.40000153,59.40000153,89.5,69.5,1100.545,900.545
185.5,200.5,84.5,59.5,89.0999985,69.0999985,1102.879,902.879
186.2,201.2,84.59999847,59.59999847,89.5,69.5,1112.101,912.101
187.8,202.8,84.40000153,59.40000153,89.8000031,69.8000031,1112.101,912.101
188.10001,203.10001,84.19999695,59.19999695,89.5,69.5,1097.043,897.043
187.7,202.7,84.59999847,59.59999847,89.9000015,69.9000015,1110.934,910.934
187.7,202.7,84.80000305,59.80000305,90.1999969,70.1999969,1087.821,887.821
187.8,202.8,85.30000305,60.30000305,90.4000015,70.4000015,1108.599,908.599
185.10001,200.10001,85.09999847,60.09999847,90.0999985,70.0999985,1121.323,921.323
184.8,199.8,85.09999847,60.09999847,90.0999985,70.0999985,1101.712,901.712
185.39999,200.39999,85,60,89.9000015,69.9000015,1106.265,906.265
185.5,200.5,84.90000153,59.90000153,89.4000015,69.4000015,1098.21,898.21
186.10001,201.10001,84.5,59.5,89.0999985,69.0999985,1108.599,908.599
186.2,201.2,84.69999695,59.69999695,89.4000015,69.4000015,1107.432,907.432
186.60001,201.60001,84.69999695,59.69999695,89.4000015,69.4000015,1097.043,897.043
186.89999,201.89999,84.69999695,59.69999695,89.3000031,69.3000031,1112.101,912.101
187.39999,202.39999,84.40000153,59.40000153,89.4000015,69.4000015,1101.712,901.712
187.8,202.8,84.30000305,59.30000305,89,69,1098.21,898.21
187.60001,202.60001,84.19999695,59.19999695,89.5,69.5,1097.043,897.043
187.89999,202.89999,83.69999695,58.69999695,88.6999969,68.6999969,1092.49,892.49
187.2,202.2,83.69999695,58.69999695,88.6999969,68.6999969,1099.377,899.377
187.3,202.3,83.69999695,58.69999695,88.8000031,68.8000031,1105.097,905.097
188,203,84,59,89.0999985,69.0999985,1101.712,901.712
187,202,85.80000305,60.80000305,91.5999985,71.5999985,1040.545,840.545
183.10001,198.10001,86.69999695,61.69999695,91.6999969,71.6999969,985.214,785.214
181.60001,196.60001,85.30000305,60.30000305,90.1999969,70.1999969,988.5992,788.5992
182.89999,197.89999,84.90000153,59.90000153,89.5999985,69.5999985,988.5992,788.5992
184.39999,199.39999,84.90000153,59.90000153,89.6999969,69.6999969,993.2685,793.2685
183.10001,198.10001,85,60,90.1999969,70.1999969,980.5447,780.5447
181.5,196.5,85.09999847,60.09999847,89.9000015,69.9000015,995.6031,795.6031
183.2,198.2,84.69999695,59.69999695,89.3000031,69.3000031,996.6537,796.6537
184.3,199.3,85.09999847,60.09999847,90.3000031,70.3000031,993.2685,793.2685
182.5,197.5,85.30000305,60.30000305,90.5,70.5,986.3813,786.3813
181.5,196.5,84.90000153,59.90000153,89.5999985,69.5999985,988.5992,788.5992
183.7,198.7,84.90000153,59.90000153,89.6999969,69.6999969,989.7665,789.7665
184,199,85.40000153,60.40000153,90.1999969,70.1999969,992.1011,792.1011
182.60001,197.60001,85.09999847,60.09999847,90.3000031,70.3000031,984.0467,784.0467
181.7,196.7,84.59999847,59.59999847,89.5,69.5,996.6537,796.6537
184.2,199.2,84.59999847,59.59999847,89.1999969,69.1999969,989.7665,789.7665
184,199,84.30000305,59.30000305,89.3000031,69.3000031,987.4319,787.4319
181.5,196.5,83.90000153,58.90000153,88.9000015,68.9000015,992.1011,792.1011
182.3,197.3,83.80000305,58.80000305,88.5999985,68.5999985,987.4319,787.4319
184,199,83.90000153,58.90000153,88.6999969,68.6999969,979.3774,779.3774
183.2,198.2,83.69999695,58.69999695,88.6999969,68.6999969,984.0467,784.0467
181.10001,196.10001,83.80000305,58.80000305,88.6999969,68.6999969,990.9338,790.9338
183.10001,198.10001,84,59,88.6999969,68.6999969,980.5447,780.5447
183.60001,198.60001,84.09999847,59.09999847,89.0999985,69.0999985,982.8794,782.8794
181.2,196.2,84.09999847,59.09999847,89.0999985,69.0999985,981.712,781.712
182.7,197.7,84.30000305,59.30000305,89.3000031,69.3000031,998.9883,798.9883
184.3,199.3,84.19999695,59.19999695,89.4000015,69.4000015,992.1011,792.1011
182.5,197.5,84.19999695,59.19999695,89.3000031,69.3000031,978.2101,778.2101
181.60001,196.60001,84.19999695,59.19999695,89.1999969,69.1999969,989.7665,789.7665
183.7,198.7,84.5,59.5,89.5999985,69.5999985,990.9338,790.9338
184.39999,199.39999,84.5,59.5,89.5999985,69.5999985,994.4358,794.4358
182.5,197.5,84.5,59.5,89.8000031,69.8000031,995.6031,795.6031
181.3,196.3,84.59999847,59.59999847,89.8000031,69.8000031,989.7665,789.7665
181.8,196.8,84.80000305,59.80000305,89.5,69.5,982.8794,782.8794
184.10001,199.10001,84.69999695,59.69999695,89.8000031,69.8000031,982.8794,782.8794
183.10001,198.10001,84.90000153,59.90000153,90.3000031,70.3000031,1002.49,802.49
181.2,196.2,85.19999695,60.19999695,90.0999985,70.0999985,988.5992,788.5992
181.89999,196.89999,84.80000305,59.80000305,89.9000015,69.9000015,1000.156,800.156
184.39999,199.39999,84.59999847,59.59999847,90.0999985,70.0999985,998.9883,798.9883
183.3,198.3,85,60,90.1999969,70.1999969,990.9338,790.9338
181.3,196.3,85.30000305,60.30000305,90.4000015,70.4000015,987.4319,787.4319
182.10001,197.10001,84.69999695,59.69999695,89.6999969,69.6999969,1007.043,807.043
183.89999,198.89999,84.59999847,59.59999847,90,70,985.214,785.214
183.3,198.3,84.80000305,59.80000305,89.8000031,69.8000031,987.4319,787.4319
181.2,196.2,84.40000153,59.40000153,89.5,69.5,984.0467,784.0467
181.60001,196.60001,84.30000305,59.30000305,89.0999985,69.0999985,988.5992,788.5992
183.8,198.8,84.09999847,59.09999847,89,69,979.3774,779.3774
183.5,198.5,84.30000305,59.30000305,89.4000015,69.4000015,982.8794,782.8794
182.2,197.2,84.30000305,59.30000305,89.5,69.5,988.5992,788.5992
181.2,196.2,84.30000305,59.30000305,89.0999985,69.0999985,992.1011,792.1011
183,198,83.80000305,58.80000305,89,69,985.214,785.214
184.2,199.2,84.09999847,59.09999847,89.6999969,69.6999969,975.9922,775.9922
183.3,198.3,84.30000305,59.30000305,89.4000015,69.4000015,966.7704,766.7704
181.5,196.5,84.09999847,59.09999847,89.4000015,69.4000015,982.8794,782.8794
181.8,196.8,84.40000153,59.40000153,89.5,69.5,1000.156,800.156
184.5,199.5,84.5,59.5,89.6999969,69.6999969,980.5447,780.5447
183.2,198.2,84.80000305,59.80000305,89.8000031,69.8000031,980.5447,780.5447
181.3,196.3,84.59999847,59.59999847,90.1999969,70.1999969,984.0467,784.0467
182.39999,197.39999,84.59999847,59.59999847,89.5,69.5,993.2685,793.2685
184.39999,199.39999,84.59999847,59.59999847,89.8000031,69.8000031,982.8794,782.8794
182.39999,197.39999,84.80000305,59.80000305,90.0999985,70.0999985,979.3774,779.3774
181.60001,196.60001,84.69999695,59.69999695,89.5,69.5,988.5992,788.5992
183.8,198.8,84.40000153,59.40000153,89.8000031,69.8000031,981.712,781.712
